2,10,2.950774e+00
4,10,3.000817e+00
8,10,8.537636e+01
2,100,3.547758e+00
4,100,3.513179e+00
8,100,3.595988e+00
2,1000,3.727959e+00
4,1000,3.900560e+00
8,1000,3.797242e+00
2,10000,3.894352e+00
4,10000,3.979330e+00
8,10000,4.114458e+00
2,100000,1.134432e+01
4,100000,1.164764e+01
8,100000,1.161275e+01
2,1000000,9.374128e+01
4,1000000,9.413520e+01
8,1000000,9.309176e+01
2,10,3.462978e+00
4,10,3.412676e+00
8,10,3.529733e+00
2,100,3.604951e+00
4,100,3.714959e+00
8,100,3.663699e+00
2,1000,3.766185e+00
4,1000,3.864751e+00
8,1000,3.830218e+00
2,10000,3.967511e+00
4,10000,3.932040e+00
8,10000,4.079138e+00
2,100000,1.148940e+01
4,100000,1.173280e+01
8,100000,1.141349e+01
2,1000000,9.532813e+01
4,1000000,9.459404e+01
8,1000000,9.472449e+01
2,10,3.409441e+00
4,10,3.449478e+00
8,10,3.448028e+00
2,100,3.715996e+00
4,100,3.700208e+00
8,100,3.445445e+00
2,1000,3.885759e+00
4,1000,3.930869e+00
8,1000,3.700672e+00
2,10000,3.682750e+00
4,10000,3.929915e+00
8,10000,3.897403e+00
2,100000,1.206385e+01
4,100000,1.154279e+01
8,100000,1.169680e+01
2,1000000,9.475505e+01
4,1000000,9.505205e+01
8,1000000,9.500567e+01
2,10,2.734629e+00
4,10,3.281333e+00
8,10,3.248054e+00
2,100,3.474528e+00
4,100,3.762860e+00
8,100,3.679535e+00
2,1000,3.832628e+00
4,1000,3.846605e+00
8,1000,3.948243e+00
2,10000,3.908727e+00
4,10000,3.984096e+00
8,10000,3.960598e+00
2,100000,1.149727e+01
4,100000,1.167827e+01
8,100000,1.176434e+01
2,1000000,9.452302e+01
4,1000000,9.483805e+01
8,1000000,9.592196e+01
2,10,3.346197e+00
4,10,3.474894e+00
8,10,3.528403e+00
2,100,3.592248e+00
4,100,3.760248e+00
8,100,3.612607e+00
2,1000,3.731766e+00
4,1000,3.826555e+00
8,1000,3.943875e+00
2,10000,4.192722e+00
4,10000,4.094681e+00
8,10000,3.956440e+00
2,100000,3.032017e+01
4,100000,3.005247e+01
8,100000,1.191098e+01
2,1000000,9.466905e+01
4,1000000,9.520117e+01
8,1000000,9.511318e+01
2,10,1.892825e+00
4,10,1.678911e+00
8,10,2.649470e+00
2,100,3.461954e+00
4,100,3.580429e+00
8,100,3.395996e+00
2,1000,3.774041e+00
4,1000,3.697597e+00
8,1000,3.797462e+00
2,10000,3.966648e+00
4,10000,3.898754e+00
8,10000,3.914578e+00
2,100000,1.118684e+01
4,100000,1.164547e+01
8,100000,1.173309e+01
2,1000000,9.468158e+01
4,1000000,9.565628e+01
8,1000000,9.482880e+01
2,10,3.121995e+00
4,10,3.345309e+00
8,10,3.410779e+00
2,100,3.497975e+00
4,100,3.597538e+00
8,100,3.578856e+00
2,1000,3.626541e+00
4,1000,3.916588e+00
8,1000,3.814839e+00
2,10000,3.991375e+00
4,10000,4.142687e+00
8,10000,3.929385e+00
2,100000,1.165693e+01
4,100000,1.181724e+01
8,100000,1.156368e+01
2,1000000,9.457000e+01
4,1000000,9.630010e+01
8,1000000,9.509581e+01
2,10,3.322516e+00
4,10,3.380694e+00
8,10,3.412434e+00
2,100,3.464067e+00
4,100,3.597398e+00
8,100,3.563888e+00
2,1000,3.807148e+00
4,1000,3.778514e+00
8,1000,3.793943e+00
2,10000,3.950783e+00
4,10000,3.895249e+00
8,10000,3.977300e+00
2,100000,1.166521e+01
4,100000,1.174528e+01
8,100000,1.154558e+01
2,1000000,1.392020e+02
4,1000000,9.455785e+01
8,1000000,9.452385e+01

