2,10,2.819210e+00
4,10,3.313449e+00
8,10,2.991778e+00
2,100,1.422098e+00
4,100,3.915382e+00
8,100,1.466619e+00
2,1000,1.820765e+00
4,1000,3.090549e+00
8,1000,1.444671e+00
2,10000,4.489349e+00
4,10000,3.496750e+00
8,10000,2.229190e+00
2,100000,3.396228e+01
4,100000,3.194280e+01
8,100000,1.925056e+01
2,1000000,3.286329e+02
4,1000000,3.190166e+02
8,1000000,1.923455e+02
2,10,2.840623e+00
4,10,3.686598e+00
8,10,3.130854e+00
2,100,1.382046e+00
4,100,3.400262e+00
8,100,1.313391e+00
2,1000,1.822421e+00
4,1000,3.861354e+00
8,1000,1.750337e+00
2,10000,4.554328e+00
4,10000,3.562615e+00
8,10000,2.170804e+00
2,100000,3.382806e+01
4,100000,3.187729e+01
8,100000,1.951073e+01
2,1000000,3.311278e+02
4,1000000,3.271292e+02
8,1000000,1.958822e+02
2,10,2.709832e+00
4,10,3.623091e+00
8,10,2.996990e+00
2,100,1.795264e+00
4,100,3.052890e+00
8,100,1.945058e+00
2,1000,1.971303e+00
4,1000,1.958653e+00
8,1000,1.901788e+00
2,10000,4.824892e+00
4,10000,3.463803e+00
8,10000,2.198462e+00
2,100000,3.365077e+01
4,100000,3.208192e+01
8,100000,1.980021e+01
2,1000000,3.289333e+02
4,1000000,3.190743e+02
8,1000000,1.927448e+02
2,10,2.593004e+00
4,10,4.094662e+00
8,10,2.967191e+00
2,100,1.743045e+00
4,100,3.952657e+00
8,100,1.986714e+00
2,1000,2.052147e+00
4,1000,2.868331e+00
8,1000,1.959965e+00
2,10000,5.027816e+00
4,10000,3.423746e+00
8,10000,2.270230e+00
2,100000,3.392915e+01
4,100000,3.190527e+01
8,100000,1.937007e+01
2,1000000,3.307304e+02
4,1000000,3.180245e+02
8,1000000,1.923056e+02
2,10,2.709550e+00
4,10,4.024494e+00
8,10,2.967045e+00
2,100,1.512715e+00
4,100,2.406210e+00
8,100,1.870028e+00
2,1000,1.780922e+00
4,1000,2.890070e+00
8,1000,1.706200e+00
2,10000,4.551074e+00
4,10000,9.825953e+00
8,10000,6.349531e+00
2,100000,3.389308e+01
4,100000,3.196685e+01
8,100000,1.953981e+01
2,1000000,3.283052e+02
4,1000000,3.187909e+02
8,1000000,1.936493e+02
2,10,2.928890e+00
4,10,3.646990e+00
8,10,3.024084e+00
2,100,1.571783e+00
4,100,2.077244e+00
8,100,2.051662e+00
2,1000,1.821798e+00
4,1000,2.274552e+00
8,1000,1.671494e+00
2,10000,4.471404e+00
4,10000,3.562826e+00
8,10000,2.231774e+00
2,100000,3.316282e+01
4,100000,3.208484e+01
8,100000,1.953776e+01
2,1000000,3.290460e+02
4,1000000,3.183000e+02
8,1000000,1.930988e+02
2,10,2.655010e+00
4,10,3.599493e+00
8,10,2.451802e+00
2,100,1.671503e+00
4,100,3.953879e+00
8,100,2.134371e+00
2,1000,1.893595e+00
4,1000,2.288212e+00
8,1000,1.642520e+00
2,10000,4.785043e+00
4,10000,3.680171e+00
8,10000,2.202000e+00
2,100000,3.389714e+01
4,100000,3.191290e+01
8,100000,1.947529e+01
2,1000000,3.285277e+02
4,1000000,3.181136e+02
8,1000000,1.930627e+02
2,10,2.637677e+00
4,10,3.897956e+00
8,10,2.955417e+00
2,100,1.441230e+00
4,100,2.671648e+00
8,100,2.102096e+00
2,1000,1.719844e+00
4,1000,3.903865e+00
8,1000,1.740268e+00
2,10000,4.451523e+00
4,10000,3.601481e+00
8,10000,1.999627e+00
2,100000,3.389177e+01
4,100000,3.200021e+01
8,100000,1.950795e+01
2,1000000,3.289224e+02
4,1000000,3.178593e+02
8,1000000,1.924917e+02
2,10,2.808575e+00
4,10,2.975193e+00
8,10,2.898596e+00
2,100,1.332124e+00
4,100,2.946329e+00
8,100,1.797902e+00
2,1000,1.596299e+00
4,1000,2.581231e+00
8,1000,1.889725e+00
2,10000,4.733063e+00
4,10000,3.658456e+00
8,10000,2.048201e+00
2,100000,3.401133e+01
4,100000,3.197705e+01
8,100000,1.948130e+01
2,1000000,3.286165e+02
4,1000000,3.186305e+02
8,1000000,1.922257e+02
2,10,2.764940e+00
4,10,4.007281e+00
8,10,2.913102e+00
2,100,1.769197e+00
4,100,4.017975e+00
8,100,1.830538e+00
2,1000,2.012018e+00
4,1000,2.340746e+00
8,1000,1.829567e+00
2,10000,4.696273e+00
4,10000,3.312402e+00
8,10000,2.262317e+00
2,100000,3.389875e+01
4,100000,3.208125e+01
8,100000,1.949021e+01
2,1000000,3.301595e+02
4,1000000,3.289473e+02
8,1000000,2.007942e+02
