1,10,2.916857e+00
1,100,3.880830e+00
1,1000,3.916549e+00
1,10000,5.830541e+00
1,100000,3.179887e+01
1,1000000,2.915556e+02
1,10000000,2.908190e+03
1,10,3.303112e+00
1,100,3.912067e+00
1,1000,3.947329e+00
1,10000,5.729200e+00
1,100000,3.229771e+01
1,1000000,2.983671e+02
1,10,3.511979e+00
1,100,3.791102e+00
1,1000,3.875724e+00
1,10000,5.429673e+00
1,100000,3.120224e+01
1,1000000,3.025105e+02
1,10,3.132029e+00
1,100,3.745162e+00
1,1000,3.779541e+00
1,10000,5.878904e+00
1,100000,3.241412e+01
1,1000000,2.980822e+02
1,10,3.535402e+00
1,100,4.008533e+00
1,1000,4.003627e+00
1,10000,6.296635e+00
1,100000,9.783272e+01
1,1000000,2.980757e+02
1,10,1.649085e+00
1,100,3.645605e+00
1,1000,3.561747e+00
1,10000,5.295869e+00
1,100000,3.214274e+01
1,1000000,2.973856e+02
1,10,3.310228e+00
1,100,3.843779e+00
1,1000,3.841443e+00
1,10000,5.761039e+00
1,100000,3.319439e+01
1,1000000,2.988631e+02
1,10,3.394495e+00
1,100,3.510603e+00
1,1000,3.889247e+00
1,10000,5.811163e+00
1,100000,3.181263e+01
1,1000000,2.990287e+02
1,10,3.106252e+00
1,100,3.540846e+00
1,1000,3.904517e+00
1,10000,5.875188e+00
1,100000,3.210753e+01
